perfis,grauSatisfacao,observacao,versao,dataHora,municipio
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",MUITO_SATISFEITO,sao muito boas. municipio missao velha ce,5.0.7,22-09-2022 15:20:43,null
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ELDORADO"",""DIGITADOR"",""ESCUTA INICIAL"",""COORDENADOR DA UBS""]",MUITO_INSATISFEITO,interface muito complicada,5.0.8,22-09-2022 15:22:33,QUEIMADOS/RJ
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",SATISFEITO,nao,5.0.6,22-09-2022 15:34:48,PELOTAS/RS
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",SATISFEITO,"tenho criticas a fazer com relação as correções de inconsistências, pois faço as correções e no outro dia esta tudo igual",5.0.7,22-09-2022 15:38:05,MACAPÁ/AP
"[""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",INSATISFEITO,"necessita-se que seja possivel apagar vacinas, pois infelizmente alguns profissionais anotam datas erradas e não é possivel modificar colocando a data certa",5.0.7,22-09-2022 16:42:16,IGUATU/CE
"[""COORDENADOR DA UBS"",""ENFERMEIRO"",""ESCUTA INICIAL""]",INSATISFEITO,ficou uma poluiçao visual o pec5.0. quando a gente estava aprendendo a usar o pec ai muda um monte de coisa. triunfo pernambuco,5.0.7,22-09-2022 16:44:51,TRIUNFO/PE
"[""COORDENADOR DA UBS"",""DIGITADOR"",""RECEPÇÃO""]",SATISFEITO,colocar as fichas de consumo alimentar numa so janela similar ao procedimento.,5.0.7,22-09-2022 16:51:06,CAREIRO/AM
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO""]",MUITO_INSATISFEITO,Necessitamos da conexão ao CDSUS URGENTE. Essa falha está comprometendo o desempenho da equipe.,5.0.7,22-09-2022 17:08:04,SILVIANÓPOLIS/MG
"[""MÉDICO"",""ESCUTA INICIAL""]",INDIFERENTE,muitos campos para prenchimento,5.0.7,22-09-2022 17:08:09,GUADALUPE/PI
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO""]",MUITO_INSATISFEITO,Reativar a conexão com CADSUS. Esta falha esta interferindo no desempenho do município.,5.0.7,22-09-2022 17:48:03,SILVIANÓPOLIS/MG
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""MÉDICO"",""DIGITADOR""]",SATISFEITO,"Falta uma área específica para pessoa privada de liberdade, pois quando vamos registrar ela no presídio acaba perdendo o vinculo anterior dela o que dificulta para o retorno à equipe da UBS da rua e também causa muitas inconsistência nos cadastros, principalmente a inconsistência 8.",5.0.7,22-09-2022 17:50:30,BRASÍLIA/DF
"[""GESTOR ATENDIMENTO"",""ASB - AUXILIAR DE SAÚDE BUCAL"",""GESTOR COORDENAÇÃO"",""RECEPÇÃO COM AGENDA"",""RECEPÇÃO"",""ESCUTA INICIAL""]",INSATISFEITO,O sistema está mais dificil para encontrar procedimentos que a versão anterior.,5.0.7,22-09-2022 17:58:09,MONTE MOR/SP
"[""RECEPÇÃO"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",INDIFERENTE,acredito que ao indicar uma condição de saude incluida pelo medico ou  enfermeiro essa condição teria de vir como acompanhamento pelo acs. essa informação é incluido por todos e sempre fica diferente na mesma plataforma.,5.0.7,22-09-2022 18:01:41,CUIABÁ/MT
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""DIGITADOR""]",MUITO_INSATISFEITO,ta muito ruim,5.0.7,22-09-2022 18:04:53,GRÃO PARÁ/SC
"[""ESCUTA INICIAL"",""RECEPÇÃO""]",SATISFEITO,só a lentidão que influencia as vezes,5.0.7,22-09-2022 18:10:55,MANAUS/AM
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",INSATISFEITO,"falta visibilidade para os agentes comunitarios de saude, de ter acesso ao cartão de vacina, fendamento importante na busca e acompanhamento da imunização",5.0.7,22-09-2022 19:17:16,LIMOEIRO DO NORTE/CE
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",MUITO_SATISFEITO,As vezes um pouco lento.,5.0.7,22-09-2022 23:46:12,AGRESTINA/PE
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",SATISFEITO,Ter um local específico para colocar as medicação dos pacientes no cadastro e também de vacinação rotina e covid,5.0.7,23-09-2022 00:49:37,CAJAZEIRAS/PB
"[""UNIFICAR"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",MUITO_SATISFEITO,Ta otimo,5.0.7,23-09-2022 01:05:32,MEDEIROS NETO/BA
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",MUITO_INSATISFEITO,"Nao esta puxando os dados nacionais, fica dificil atualizar o cidadão que vem de outro municipio, ou até mesmo de outro estado.",5.0.7,23-09-2022 07:57:01,PARNAMIRIM/RN
"[""MÉDICO"",""ESCUTA INICIAL""]",INSATISFEITO,"O histórico dos atendimentos MÉDICOS devem ficar todos abertos em sequencia toda vez que abrimos a ficha do paciente, como num prontuário físico, com os exames complementares todos à mostra. Ainda trava muito e não é culpa da internet daqui.",5.0.7,23-09-2022 09:59:01,LOANDA/PR
"[""ESCUTA INICIAL"",""ENFERMEIRO"",""AGENDA"",""DIGITADOR""]",SATISFEITO,NESTA VERSÃO NÃO ESTÁ ENCONTRANDO TODOS OS CADASTROS,5.0.7,23-09-2022 10:00:17,BRASÍLIA/DF
"[""RECEPÇÃO""]",SATISFEITO,"gostaria que na parte dos AcS  tivesse espaço pra relatar sobre o paciente  e medicamento que toma.
isso ajudaria muito na visita.",5.0.7,23-09-2022 10:03:26,NOVA ESPERANÇA/PR
"[""MÉDICO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"muitos cheio de detalhes. poderia ser mais simples o preenchimento. nem todos tem habilidades tecnologicas. 
pontal do araguaia",5.0.7,23-09-2022 10:04:15,PONTAL DO ARAGUAIA/MT
"[""ESCUTA INICIAL"",""MÉDICO""]",INSATISFEITO,muita poluição visual,5.0.7,23-09-2022 10:05:43,PARIQUERA-AÇU/SP
"[""AGENDADOR"",""DIGITADOR"",""RECEPÇÃO"",""ASB - AUXILIAR DE SAÚDE BUCAL"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"COMO AUXILIAR DE SAUDE BUCAL PRECISO SABER OS PROCEDIMENTOS ANTERIORES E COM A NOVA VERSÃO NÃO TENHO MAIS ACESSO,PREJUDICANDO MUITO MEU DIA A DIA.
POR FAVOR VOLTAR ESSA FUNÇÃO(VER HISTORICO) PARA AS ASBS.OBRIGADA",5.0.7,23-09-2022 10:11:21,SÃO CARLOS/SP
"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",INDIFERENTE,acho que foto seria ideal para facilitar a consulta,5.0.7,23-09-2022 10:11:26,AMÉRICO BRASILIENSE/SP
"[""MÉDICO"",""ESCUTA INICIAL""]",SATISFEITO,"Ainda tem detalhes técnicos que precisam ser melhorados, como ao encerrar a ficha não podemos retornar ao atendimento e se cai o sistema se perde as informações.",5.0.7,23-09-2022 10:12:36,JAGUARIÚNA/SP
"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",MUITO_SATISFEITO,Deixa a desejar pois não esta mais encontrando os pacientes cadastrado no CADSUS.,5.0.7,23-09-2022 10:14:14,ARARAS/SP
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",INSATISFEITO,"a unificação do cidadão a equipe da estratégia de saúde da família, não está acontecendo devido a falta do acesso a base nacional do cadsus e isso é muito danoso aos indicadores.",5.0.7,23-09-2022 10:15:57,PARNAMIRIM/RN
"[""COORDENADOR UNIDADE"",""RECEPÇÃO""]",INSATISFEITO,"Ficou horrível essa ultima atualização, não conseguimos puxar os dados do cad sus do paciente , sendo assim , temos que abrir um novo prontuario. Américo Brasiliense",5.0.7,23-09-2022 10:16:14,AMÉRICO BRASILIENSE/SP
"[""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL"",""DIGITADOR""]",MUITO_INSATISFEITO,o sistemA NÃO PERMITE excluir um registro feito errado e eu já reclamei disso várias vezes aqui neste formulário e não foi consertado. então pra que adianta esse formulário de sugestão se um ERRO PRIMÁRIO como esse de não poder excluir lançamento errado não é corrigido?,5.0.7,23-09-2022 10:17:17,BRASÍLIA/DF
"[""ENFERMEIRO EMBU"",""RECEPÇÃO EMBU"",""RECEPÇÃO""]",INSATISFEITO,"Visualização do histórico ficou ruim, folha de rosto, tudo
Antes era mais fácil e objetivo
Tirou oque estava bom, e colocou um sistema de visualização péssimo.",5.0.7,23-09-2022 10:18:40,EMBU DAS ARTES/SP
"[""RECEPÇÃO"",""COORDENADOR DA UBS"",""ESCUTA INICIAL"",""ENFERMEIRO""]",SATISFEITO,"GOSTEI DA NOVA VERSÃO, FICOU MUITO MAIS PRÁTICA. SERIA INTERESSANTE SE O CONTEÚDO DIGITADO NÃO SUMISSE QUANDO NECESSITAMOS INTERROMPER A DIGITAÇÃO POR UM PERÍODO MAIS LONGO, DEVIDO A INTERCORRÊNCIAS NA UNIDADE.
BORBOREMA-SP",5.0.7,23-09-2022 10:21:16,BORBOREMA/SP
"[""UNIFICAÇÃO DE CADASTRO"",""DIGITADOR""]",INSATISFEITO,continua sem importar os dados co CADSUS,5.0.7,23-09-2022 10:26:16,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""CIRURGIÃO DENTISTA""]",INSATISFEITO,Ficou mais  complicado>município Raul Soares,5.0.7,23-09-2022 10:26:48,RAUL SOARES/MG
"[""RECEPÇÃO""]",MUITO_SATISFEITO,nao,5.0.7,23-09-2022 10:31:20,BOA VISTA DO SUL/RS
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""MÉDICO""]",SATISFEITO,"sugiro que os atendimentos tardios sejam incluídos na lista de atendimentos do dia em que foram feitos ou em que foram registrados para facilitar buscas com base nos filtros disponíveis na aba ""lista de atendimentos"". Seria interessante se tivéssemos como fazer uma lista no e-sus de pacientes em atenção domiciliar, pois atualmente tenho uma planilha separada em outro programa. Obrigada!",5.0.7,23-09-2022 10:31:25,BRASÍLIA/DF
"[""ENFERMEIRO"",""ESCUTA INICIAL"",""COORDENADOR DA UBS"",""DIGITADOR""]",MUITO_INSATISFEITO,Por favor retornar urgente com a opção de atestado para o profissional enfermeiro ou colocar uma opção de declaração de cadastro e de cartão de vacina em dia.,5.0.7,23-09-2022 10:32:31,MURIAÉ/MG
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",MUITO_INSATISFEITO,"nao esta sincronizando com cadsus, ainda sem acesso a prontuario do paciente principalmente para utilização de devidas anotações, travando o tempo todo. resumindo para o agente de saude esta servindo somente para fazer estatistica",5.0.7,23-09-2022 10:34:26,PARNAMIRIM/RN
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",MUITO_INSATISFEITO,"abrir novamente os relatórios individuais como os de gestantes, crianças menores de 5 anos e risco cardiologogicos",5.0.7,23-09-2022 10:38:38,ALTEROSA/MG
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",MUITO_INSATISFEITO,péssimo! a cada atualização parece que piora.. até a ferramenta de procurar o cidadão na base nacional parou de funcionar!!!,5.0.7,23-09-2022 10:40:42,PARNAMIRIM/RN
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""MÉDICO"",""DIGITADOR""]",INSATISFEITO,Muito poluido,5.0.7,23-09-2022 10:40:53,BRASÍLIA/DF
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",SATISFEITO,muito instavel,5.0.7,23-09-2022 10:42:17,PARNAMIRIM/RN
"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",INDIFERENTE,Necessidade de foto do paciente.,5.0.7,23-09-2022 10:43:20,AMÉRICO BRASILIENSE/SP
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL"",""VISUALIZAR PRONTUÁRIOS""]",INSATISFEITO,"gostaria que acolhimento registrado  no PROCEDIMENTO ADMINISTRATIVO - 62, fosse computado como produção para o agente comunitário de saúde.",5.0.7,23-09-2022 10:43:22,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""MÉDICO""]",SATISFEITO,"teste de tolerância a glicose são 3 tomadas(jejum, 60 minutos e 120 minutos-segundo a FEBRASGO)
qual a necessidade de tantas confirmações para imprimir? podia pedir para imprimir e simplesmente imprimir.
podia permitir imprimir exames de paciente solicitado em outras consultas",5.0.7,23-09-2022 10:45:04,CAJAMAR/SP
"[""RECEPÇÃO PRINCIPAL"",""RECEPÇÃO""]",INSATISFEITO,"o sistema não está aparecendo todos os pacientes, somente os cadastrados na cidade, fica difícil atender pessoas de outros municípios, impossibilitando o lançamento de vacinas e atendimentos  porque simplesmente não aparece no pec.",5.0.7,23-09-2022 10:45:07,CRISTIANO OTONI/MG
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",SATISFEITO,Gostaria que pudéssemos trabalhar com 2 telas ativas no PEC buscando informações em uma e digitando na outra seria de grande utilidade... Mas já falei varias vezes vamos aguardar... Obrigada,5.0.7,23-09-2022 10:45:26,SÃO MANUEL/SP
"[""ENFERMEIRO COORDENADOR UBS"",""ESCUTA INICIAL"",""ENFERMEIRO""]",INSATISFEITO,"visual pesado, sem cor, informações mal distribuídas na página. final do SOAP com campos mal divididos, que causam confusão na hora do preenchimento",5.0.7,23-09-2022 10:46:45,LUZERNA/SC
"[""MÉDICO"",""ESCUTA INICIAL""]",SATISFEITO,Muito cedo para fazer comentários. A conferir.,5.0.7,23-09-2022 10:49:19,PARNAMIRIM/RN
"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,tem que haver a possibilidade de podermos excluir em qqr cpf. sao borja,5.0.7,23-09-2022 10:49:52,SÃO BORJA/RS
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL"",""AGENDA/EVOLUÇÃO/DIGITADOR/ATENDIMENTO"",""UNIFICAÇÃO DE CADASTRO"",""DIGITADOR""]",MUITO_INSATISFEITO,"A cada atualização do e-sus, alguns cadastro domiciliar e  individual some e ninguém sabe explicar o que aconteceu.",5.0.7,23-09-2022 10:50:20,BRASÍLIA/DF
"[""MÉDICO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"Programa piorou em praticidade,  tela muito polúida, sugiro que programa seja revisado por alguem mais experiente. tb sugiro que olhe outros programas médicos do mercado, que são mais práticos no dia a dia dos profissionais da saúde.",5.0.7,23-09-2022 10:54:03,null
"[""OUTRO PROF. NÍVEL SUPERIOR"",""RECEPÇÃO"",""ESCUTA INICIAL"",""AGENDA/EVOLUÇÃO/DIGITADOR/ATENDIMENTO"",""DIGITADOR""]",SATISFEITO,"Não há como registrar uma visita domiciliar realizada, porém, sem realização de atendimento por força maior.
Gostaria de poder fechar agenda do mês com um click por motivo de férias, ou a semana toda ou 20 dias.",5.0.7,23-09-2022 10:54:03,BRASÍLIA/DF
"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",INDIFERENTE,PRECISA DE OPÇÃO PARA QUANDO  EU ESQUEÇO DE ALGUM DADO SOBRE O PACIENTE,5.0.7,23-09-2022 10:55:16,ITANHANDU/MG
"[""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",SATISFEITO,"A parte da vacinação deveria ter a possibilidade de alterar o cadastro de vacinas anteriores, para que a informação que está sendo transmitida ao SIPNI seja o mais correta possivel.",5.0.7,23-09-2022 10:55:40,CAJAMAR/SP
"[""ESCUTA INICIAL"",""MÉDICO""]",INSATISFEITO,tela poluída de informações.,5.0.7,23-09-2022 10:57:40,MIRASSOL D'OESTE/MT
"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,sistema sempre off line.,5.0.7,23-09-2022 10:58:08,NATAL/RN
"[""COORDENADOR DE EQUIPE"",""DIGITADOR"",""COORDENADOR DA UBS""]",INDIFERENTE,nem tudo ainda esta perfeito,5.0.7,23-09-2022 10:58:21,AMAMBAÍ/MS
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""MÉDICO""]",SATISFEITO,"1. Melhora da funcionalidade de prescrição: facilitar fechamento da tela, retornar funcionalidade de ""selecionar/limpar todos"". 2. Dar mais enfâse aos campos relevantes do SOAP, reduzindo a importância visual (UX) dos menos utilizados (ex.: CIAP de S. O.)",5.0.7,23-09-2022 10:58:34,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""MÉDICO""]",INDIFERENTE,"1) POLUIÇÃO VISUAL QUE PREJUDICA ACHAR OS LOCAIS DE SOLICITAÇÕES . 
2) NÃO HÁ COMO ENCAMINHAR PARA NUTRIÇÃO , FONO , ETC",5.0.7,23-09-2022 10:59:05,CAJAMAR/SP
"[""ESCUTA INICIAL"",""RECEPÇÃO"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",INDIFERENTE,"poder puxar o nome individual em lista única de cada área,",5.0.7,23-09-2022 10:59:57,NOVA GUATAPORANGA/SP
"[""ENFERMEIRO"",""ESCUTA INICIAL"",""ENFERMEIRO AD""]",INSATISFEITO,não esta buscando paciente pára cadastro,5.0.7,23-09-2022 11:00:27,SÃO VICENTE DE MINAS/MG
"[""ESCUTA INICIAL"",""MÉDICO""]",INSATISFEITO,"Telas extremamente poluídas, com muito conteúdo. Parte de replicar medicamentos ficou pior. Parte de inserir exames o enter não responde mais apenas com o mouse em cima do item selecionado. Tiraram a opção selecionar todos na parte de impressão de medicamentos.",5.0.7,23-09-2022 11:01:26,AMAMBAÍ/MS
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""AGENDA"",""AUXILIAR OU TECNICO DE ENFERMAGEM DA ESF"",""DIGITADOR""]",SATISFEITO,brazlandia DF,5.0.7,23-09-2022 11:05:16,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""CIRURGIÃO DENTISTA""]",MUITO_INSATISFEITO,mudar tudo tem de simplificar. tente usar e vera quanto é ruim péssimo. lembre-se que somos dentistas enão  somos formados em informatica e não somos digitador,5.0.7,23-09-2022 11:05:45,QUATÁ/SP
"[""ESCUTA INICIAL"",""MÉDICO""]",INDIFERENTE,Não é só questão de adaptação. o PEC está muito confuso na hora de encontrar as áreas para preenchimento dos dados.,5.0.7,23-09-2022 11:06:21,BRASÍLIA/DF
"[""MÉDICO"",""ESCUTA INICIAL""]",INDIFERENTE,"queria entender por que endoscopia nao abre para eu solicitar, e ja que nao abre por que o especialista solicita e envia para eu explicar para o paciente . ??
aracati",5.0.7,23-09-2022 11:06:22,ARACATI/CE
"[""RECEPÇÃO"",""COORDENADOR DA UBS""]",INSATISFEITO,gostaria que o pec e o cadsus sincronizar,5.0.7,23-09-2022 11:06:30,AMAMBAÍ/MS
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""AGENDA/EVOLUÇÃO/DIGITADOR/ATENDIMENTO"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM ESF""]",INDIFERENTE,Quando adm. varias  medicações EV só consigo lançar no sistema 01 dose.,5.0.7,23-09-2022 11:07:44,BRASÍLIA/DF
"[""RECEPÇÃO"",""COORDENADOR DA UBS""]",MUITO_INSATISFEITO,A NOVA VERSÃO BAGUNÇU TODOS OS MEUS CADATROS QUE JA ESTA 100% FEITO.,5.0.7,23-09-2022 11:09:27,AMAMBAÍ/MS
"[""ESCUTA INICIAL"",""MÉDICO"",""AGENDA"",""DIGITADOR""]",MUITO_INSATISFEITO,"o sistema não sustenta ou  seja se a consulta for um pouco mais demorada se não salvarmos no word perdemos todas as informaçoes colhidas da anamnese pois o sistema cai e temos que começar tudo denovo, infelizmente por isso e por outros detalhes essa versão para mim e pessima",5.0.7,23-09-2022 11:09:31,BRASÍLIA/DF
"[""RECEPÇÃO""]",MUITO_INSATISFEITO,não conectado com o cadsus. Dificulta muito o atendimento!!!,5.0.7,23-09-2022 11:09:54,MIRASSOL D'OESTE/MT
"[""ESCUTA INICIAL"",""ENFERMEIRO"",""COORDENADOR DA UBS""]",MUITO_SATISFEITO,ate o momento nada a reclamar,5.0.7,23-09-2022 11:11:02,CAÉM/BA
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",INSATISFEITO,não estou conseguindo atualizar com o CADSUS,5.0.7,23-09-2022 11:11:13,PARNAMIRIM/RN
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",INDIFERENTE,"Constantes travamentos, na maioria das vezes inviabilizando e gerando muitos transtornos aos atendimentos.",5.0.7,23-09-2022 11:11:49,PARNAMIRIM/RN
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"O sistema é bem ruim pois temos que ir ao prime para preencher as fichas de e-sus, temos que copiar e colar data de nascimento, cartão SUS, número de prontuário, o que consequentemente atrasa bastante nosso trabalho.  Assim que colocássemos o número do SUS do paciente essas informações poderiam ser preenchidas automaticamente sem que fosse necessário consultar no prime.",5.0.7,23-09-2022 11:12:11,NITERÓI/RJ
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,Nunca vi sumir tantos cadastros desse jeito. Vc atualiza quando vai sincronizar some tudo .,5.0.7,23-09-2022 11:13:35,BUÍQUE/PE
"[""MÉDICO""]",INSATISFEITO,excesso de informações,5.0.7,23-09-2022 11:15:52,IBAITI/PR
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",MUITO_SATISFEITO,não,5.0.7,23-09-2022 11:16:35,JUTÍ/MS
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""AUXILIAR OU TECNICO DE ENFERMAGEM DA ESF""]",MUITO_INSATISFEITO,"tendo que cadastrar todos os pacientes no sistema novamente, pois não migrou do outro sistema",5.0.7,23-09-2022 11:16:52,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""ENFERMEIRO"",""AGENDA"",""DIGITADOR"",""UNIFICAR CADASTRO""]",SATISFEITO,SERIA IMPORTANTE SE TIVESSE UM LOCAL DE PESQUISA RAPIDA - BARRA LATERAL- PARA TIRARMOS DUVIDAS SOBRE O E SUS COMO POR EXEMPLO: COMO FAZER O FECHAMENTO DO PRE NATAL DENTRE OUTRAS DUVIDAS. NO MOMENTO NÃOTEMOS ESSA OPCÇAÕ.,5.0.7,23-09-2022 11:20:09,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL""]",SATISFEITO,Não consigo pesquisar o cadastro na base nacional e não esta gerando o cartão do CNS dos recém- nascidos.,5.0.7,23-09-2022 11:23:45,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,A falta de comunicação com o CADSUSWEB tem prejudicado o trabalho.,5.0.7,23-09-2022 11:24:26,BRASÍLIA/DF
"[""RECEPÇÃO"",""DIGITADOR"",""ESCUTA INICIAL"",""AGENDA/EVOLUÇÃO/DIGITADOR/ATENDIMENTO"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""UNIFICAÇÃO DE CADASTRO""]",MUITO_INSATISFEITO,o ESUS não esta atualizando na base de CADSUS dificultado na agilidade do processo de cadastramento do usuário,5.0.7,23-09-2022 11:24:30,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",SATISFEITO,"Na ficha de visita domiciliar ou territorial deveria ter no desfecho outros atendimentos ou atendimentos na UBS, por que fazemos esses atendimentos e não são lançados corretamente. Ou criar uma ficha de atendimento na unidade de saúde pra nós.",5.0.7,23-09-2022 11:25:13,CORUMBÁ DE GOIÁS/GO
"[""DIGITADOR"",""RECEPÇÃO""]",MUITO_INSATISFEITO,"No cadastro para digitação da vacina, dos Acs e dos medicos ... Só entra para a pessoa pelo mesmo numero do documento colocado no cadastrado individual.   Sendo que deveria entrar para todos os números dos documentos contantes, exemplo: no outro sistema da vacina do covid os numeros do cartao do sus tanto o velho como o novo aparecem e tambem o cpf.

Porque nem sempre a população trás o cartão do sus atualizado, e no livro é anotado o documento que a pessoa trouxer.",5.0.7,23-09-2022 11:25:47,ARACATI/CE
"[""ADMINISTRADOR MUNICIPAL""]",INSATISFEITO,"ESTA BEM DIFICIL DE TRABALHAR SEM A LIGAÇÃO DO PEC COM O CARTÃO SUS, QUANDO VAI SER RESOLVIDO ISSO. OUTRA COISA NESSA VERSÃO NOVA AS PESSOAS NOVAS CADASTRADAS PELOS ACS NÃO MARCAM A A PESSOA NA EQUIPE ESTÃO FICANDO SEM EQUIPE CADASTRADAS. E SEMPRE ESTAVA CERTA. AGORA PRECISO FAZER ISSO MANUAL",5.0.7,23-09-2022 11:26:11,SÃO MARTINHO/RS
"[""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",INDIFERENTE,gostaria que fosse possivel correcao de digitaçao na parte do atendimento ao paciente e escuta inicial .,5.0.7,23-09-2022 11:26:23,AMAMBAÍ/MS
"[""MÉDICO"",""ESCUTA INICIAL""]",SATISFEITO,"NECESSIDADE DE INCLUSÃO DE UMA OPÇÃO NO DESTINO FINAL DO PACIENTE DE""RETIROU SE A REVELIA'. TAMBÉM NO SOAP O ITEM AVALIAÇÃO(ANAMNESE) POR BOA TÉCNICA SEMIOL[ÓGICA DEVERIA VIR ANTES DO OBJETIVO(EXAME FÍSICO). OBRIGADA",5.0.7,23-09-2022 11:26:42,BARRA MANSA/RJ
"[""ESCUTA INICIAL"",""ENFERMEIRO""]",INSATISFEITO,TENHO MUITOS DÚVIDAS E NÃO TENHO SUPORTE,5.0.7,23-09-2022 11:30:49,AMAMBAÍ/MS
"[""MÉDICO"",""ESCUTA INICIAL""]",MUITO_SATISFEITO,ACHEI LEGAL,5.0.7,23-09-2022 11:31:00,ALTA FLORESTA D'OESTE/RO
"[""ENFERMEIRO"",""COORDENADOR DA UBS"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,Ficou muito poluído,5.0.7,23-09-2022 11:31:44,JEREMOABO/BA
"[""ESCUTA INICIAL"",""CIRURGIÃO DENTISTA"",""UNIFICAR/EDITAR CADASTRO""]",SATISFEITO,"Dentro da aba de SIGTAP, não é mais possível lançar o códido, por exemplo, acolhimento com classificação de risco",5.0.7,23-09-2022 11:33:58,BARÃO DE COCAIS/MG
"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",INDIFERENTE,Necessaria foto no prontuario,5.0.7,23-09-2022 11:34:58,AMÉRICO BRASILIENSE/SP
"[""MÉDICO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"o problema do CADSUS ainda não foi resolvido, várias consultas não estão sendo passadas pro sistema por conta disso, dados de indicadores estão sendo perdidos",5.0.7,23-09-2022 11:38:58,ARACATI/CE
